dataset	taxaID	locus	gene	score	essentiality	pmid	Ref_db
110	7227	FBgn0033491	CG18011	0	NE	NULL	flybase
110	7227	FBgn0033494	KCNQ	0.25	C	NULL	flybase
110	7227	FBgn0033499	CG12914	0	NE	NULL	flybase
110	7227	FBgn0033500	CG12913	0	NE	NULL	flybase
110	7227	FBgn0033501	CG12911	0	NE	NULL	flybase
110	7227	FBgn0033502	CG12910	0	NE	NULL	flybase
110	7227	FBgn0033504	CAP	0	NE	NULL	flybase
110	7227	FBgn0033507	CG12909	0	NE	NULL	flybase
110	7227	FBgn0033508	Obp46a	0	NE	NULL	flybase
110	7227	FBgn0033512	CG12902	0	NE	NULL	flybase
110	7227	FBgn0033515	Ir47a	0	NE	NULL	flybase
110	7227	FBgn0033516	CG12898	0	NE	NULL	flybase
110	7227	FBgn0033519	CG11825	0	NE	NULL	flybase
110	7227	FBgn0033523	CG12895	0	NE	NULL	flybase
110	7227	FBgn0033524	Cyp49a1	0	NE	NULL	flybase
110	7227	FBgn0033526	Caf1-105	0.111	C	NULL	flybase
110	7227	FBgn0033528	trsn	0	NE	NULL	flybase
110	7227	FBgn0033529	CG17765	0	NE	NULL	flybase
110	7227	FBgn0033538	CG11883	0	NE	NULL	flybase
110	7227	FBgn0033540	Elp2	0	NE	NULL	flybase
110	7227	FBgn0033541	CG12934	0	NE	NULL	flybase
110	7227	FBgn0033542	CAH13	0	NE	NULL	flybase
110	7227	FBgn0033543	CG12338	0.111	C	NULL	flybase
110	7227	FBgn0033544	CG7220	0.25	C	NULL	flybase
110	7227	FBgn0033547	CG12935	0	NE	NULL	flybase
110	7227	FBgn0033548	CG7637	0.111	C	NULL	flybase
110	7227	FBgn0033549	mms4	0	NE	NULL	flybase
110	7227	FBgn0033550	CG12341	0	NE	NULL	flybase
110	7227	FBgn0033551	CG7222	0	NE	NULL	flybase
110	7227	FBgn0033554	Lsm10	0.062	C	NULL	flybase
110	7227	FBgn0033556	CG12343	0.444	C	NULL	flybase
110	7227	FBgn0033557	CG12325	0.25	C	NULL	flybase
110	7227	FBgn0033558	CG12344	0	NE	NULL	flybase
110	7227	FBgn0033564	Pex6	0	NE	NULL	flybase
110	7227	FBgn0033569	CG12942	0	NE	NULL	flybase
110	7227	FBgn0033570	ND-B14	0	NE	NULL	flybase
110	7227	FBgn0033572	polyph	0	NE	NULL	flybase
110	7227	FBgn0033573	Obp47a	0	NE	NULL	flybase
110	7227	FBgn0033574	Spn47C	0	NE	NULL	flybase
110	7227	FBgn0033578	BBS4	0	NE	NULL	flybase
110	7227	FBgn0033580	CG13231	0	NE	NULL	flybase
110	7227	FBgn0033581	CG12391	0	NE	NULL	flybase
110	7227	FBgn0033582	CG9084	0	NE	NULL	flybase
110	7227	FBgn0033584	CG7737	0	NE	NULL	flybase
110	7227	FBgn0033587	CG13218	0	NE	NULL	flybase
110	7227	FBgn0033588	CG13228	0	NE	NULL	flybase
110	7227	FBgn0033589	CG13227	0	NE	NULL	flybase
110	7227	FBgn0033590	CG13217	0.25	C	NULL	flybase
110	7227	FBgn0033591	CG13216	0	NE	NULL	flybase
110	7227	FBgn0033592	CG13215	0	NE	NULL	flybase
110	7227	FBgn0033593	Listericin	0	NE	NULL	flybase
110	7227	FBgn0033594	CG13226	0	NE	NULL	flybase
110	7227	FBgn0033597	Cpr47Ea	0	NE	NULL	flybase
110	7227	FBgn0033598	Cpr47Eb	0	NE	NULL	flybase
110	7227	FBgn0033599	CG13223	0.25	C	NULL	flybase
110	7227	FBgn0033600	Cpr47Ec	0	NE	NULL	flybase
110	7227	FBgn0033601	Cpr47Ed	0	NE	NULL	flybase
110	7227	FBgn0033605	CG9067	0.111	C	NULL	flybase
110	7227	FBgn0033607	CG9062	0.111	C	NULL	flybase
110	7227	FBgn0033609	Fbl6	0	NE	NULL	flybase
110	7227	FBgn0033610	CG18335	0	NE	NULL	flybase
110	7227	FBgn0033615	CG7741	0	NE	NULL	flybase
110	7227	FBgn0033616	CG7745	0	NE	NULL	flybase
110	7227	FBgn0033623	CG13202	0	NE	NULL	flybase
110	7227	FBgn0033624	CG12384	0	NE	NULL	flybase
110	7227	FBgn0033627	CG13204	0	NE	NULL	flybase
110	7227	FBgn0033628	CG13203	0	NE	NULL	flybase
110	7227	FBgn0033629	Tsp47F	0	NE	NULL	flybase
110	7227	FBgn0033631	Sod3	0.111	C	NULL	flybase
110	7227	FBgn0033633	Smyd4-3	0	NE	NULL	flybase
110	7227	FBgn0033635	Prip	0	NE	NULL	flybase
110	7227	FBgn0033636	tou	0.197	C	NULL	flybase
110	7227	FBgn0033638	CG9005	0	NE	NULL	flybase
110	7227	FBgn0033639	CG9003	0	NE	NULL	flybase
110	7227	FBgn0033640	CG13198	0	NE	NULL	flybase
110	7227	FBgn0033644	Tret1-2	0.111	C	NULL	flybase
110	7227	FBgn0033645	CG13196	0	NE	NULL	flybase
110	7227	FBgn0033648	Ir48b	0	NE	NULL	flybase
110	7227	FBgn0033649	pyr	1	E	NULL	flybase
110	7227	FBgn0033650	CG13193	0	NE	NULL	flybase
110	7227	FBgn0033651	Ir48c	0	NE	NULL	flybase
110	7227	FBgn0033652	ths	0	NE	NULL	flybase
110	7227	FBgn0033653	CG13192	0	NE	NULL	flybase
110	7227	FBgn0033656	S2P	0.111	C	NULL	flybase
110	7227	FBgn0033657	Sln	0.444	C	NULL	flybase
110	7227	FBgn0033659	Damm	0	NE	NULL	flybase
110	7227	FBgn0033661	CG13185	0.25	C	NULL	flybase
110	7227	FBgn0033663	ERp60	0	NE	NULL	flybase
110	7227	FBgn0033665	Zip48C	0	NE	NULL	flybase
110	7227	FBgn0033667	reb	0	NE	NULL	flybase
110	7227	FBgn0033668	exp	0.25	C	NULL	flybase
110	7227	FBgn0033669	PI31	0.444	C	NULL	flybase
110	7227	FBgn0033672	rho-7	0	NE	NULL	flybase
110	7227	FBgn0033673	CG8298	0	NE	NULL	flybase
110	7227	FBgn0033677	CG8321	0	NE	NULL	flybase
110	7227	FBgn0033679	CG8888	0.111	C	NULL	flybase
110	7227	FBgn0033680	CG13186	0	NE	NULL	flybase
110	7227	FBgn0033683	CG18343	0	NE	NULL	flybase
110	7227	FBgn0033685	OSCP1	0	NE	NULL	flybase
110	7227	FBgn0033686	Hen1	0	NE	NULL	flybase
110	7227	FBgn0033687	CG8407	0	NE	NULL	flybase
110	7227	FBgn0033688	Prp8	0.64	C	NULL	flybase
110	7227	FBgn0033690	EndoG	0	NE	NULL	flybase
110	7227	FBgn0033691	CG8860	0.111	C	NULL	flybase
110	7227	FBgn0033692	wash	0.04	C	NULL	flybase
110	7227	FBgn0033696	Cyp6g2	0	NE	NULL	flybase
110	7227	FBgn0033697	Cyp6t3	0	NE	NULL	flybase
110	7227	FBgn0033698	CG8858	0.25	C	NULL	flybase
110	7227	FBgn0033699	RpS11	0.25	C	NULL	flybase
110	7227	FBgn0033701	CG13171	0	NE	NULL	flybase
110	7227	FBgn0033702	CG8854	0	NE	NULL	flybase
110	7227	FBgn0033703	CG13170	0	NE	NULL	flybase
110	7227	FBgn0033705	CG13168	0	NE	NULL	flybase
110	7227	FBgn0033706	Vha36-2	0.25	C	NULL	flybase
110	7227	FBgn0033710	CG17739	0	NE	NULL	flybase
110	7227	FBgn0033712	mIF3	0	NE	NULL	flybase
110	7227	FBgn0033713	CG8841	0	NE	NULL	flybase
110	7227	FBgn0033715	CG8490	0	NE	NULL	flybase
110	7227	FBgn0033716	Den1	0	NE	NULL	flybase
110	7227	FBgn0033717	CG8839	0	NE	NULL	flybase
110	7227	FBgn0033720	CG13160	0	NE	NULL	flybase
110	7227	FBgn0033721	CG13159	0	NE	NULL	flybase
110	7227	FBgn0033723	CG13155	0	NE	NULL	flybase
110	7227	FBgn0033725	Cpr49Ac	0	NE	NULL	flybase
110	7227	FBgn0033726	Cpr49Ad	0	NE	NULL	flybase
110	7227	FBgn0033727	Or49a	0	NE	NULL	flybase
110	7227	FBgn0033728	Cpr49Ae	1	E	NULL	flybase
110	7227	FBgn0033729	Cpr49Af	0	NE	NULL	flybase
110	7227	FBgn0033730	Cpr49Ag	0	NE	NULL	flybase
110	7227	FBgn0033731	Cpr49Ah	1	E	NULL	flybase
110	7227	FBgn0033732	CG13157	0	NE	NULL	flybase
110	7227	FBgn0033733	CG8834	0	NE	NULL	flybase
110	7227	FBgn0033734	CG8520	0	NE	NULL	flybase
110	7227	FBgn0033735	Dera	0	NE	NULL	flybase
110	7227	FBgn0033736	CG13154	0	NE	NULL	flybase
110	7227	FBgn0033737	Nup54	0	NE	NULL	flybase
110	7227	FBgn0033738	DUBAI	0	NE	NULL	flybase
110	7227	FBgn0033739	Dyb	0	NE	NULL	flybase
110	7227	FBgn0033740	dgt5	0	NE	NULL	flybase
110	7227	FBgn0033741	CG8545	0.25	C	NULL	flybase
110	7227	FBgn0033742	Nepl10	0	NE	NULL	flybase
110	7227	FBgn0033744	Dh44-R2	0	NE	NULL	flybase
110	7227	FBgn0033748	vis	0	NE	NULL	flybase
110	7227	FBgn0033749	achi	0	NE	NULL	flybase
110	7227	FBgn0033750	CG13151	0	NE	NULL	flybase
110	7227	FBgn0033751	CG8818	0	NE	NULL	flybase
110	7227	FBgn0033752	CG8569	0	NE	NULL	flybase
110	7227	FBgn0033753	Cyp301a1	0	NE	NULL	flybase
110	7227	FBgn0033754	Ak6	0	NE	NULL	flybase
110	7227	FBgn0033755	ClC-b	0.111	C	NULL	flybase
110	7227	FBgn0033756	CG17760	0	NE	NULL	flybase
110	7227	FBgn0033757	muskelin	0	NE	NULL	flybase
110	7227	FBgn0033760	CG8785	0	NE	NULL	flybase
110	7227	FBgn0033761	CG8778	0	NE	NULL	flybase
110	7227	FBgn0033762	ZnT49B	0	NE	NULL	flybase
110	7227	FBgn0033763	CG8646	0.25	C	NULL	flybase
110	7227	FBgn0033766	Nup188	0.25	C	NULL	flybase
110	7227	FBgn0033767	CG13148	0	NE	NULL	flybase
110	7227	FBgn0033769	CG8768	0	NE	NULL	flybase
110	7227	FBgn0033770	wuc	0	NE	NULL	flybase
110	7227	FBgn0033773	Mos	0	NE	NULL	flybase
110	7227	FBgn0033774	CG12374	0	NE	NULL	flybase
110	7227	FBgn0033775	Cyp9h1	0	NE	NULL	flybase
110	7227	FBgn0033777	CG17574	0	NE	NULL	flybase
110	7227	FBgn0033778	Balat	0	NE	NULL	flybase
110	7227	FBgn0033781	CG13319	0	NE	NULL	flybase
110	7227	FBgn0033782	sug	0.25	C	NULL	flybase
110	7227	FBgn0033783	CG17019	0	NE	NULL	flybase
110	7227	FBgn0033784	SCCRO3	0	NE	NULL	flybase
110	7227	FBgn0033785	Sans	0	NE	NULL	flybase
110	7227	FBgn0033787	CG13321	0.25	C	NULL	flybase
110	7227	FBgn0033788	CG13323	0	NE	NULL	flybase
110	7227	FBgn0033789	CG13324	0	NE	NULL	flybase
110	7227	FBgn0033791	Drl-2	0	NE	NULL	flybase
110	7227	FBgn0033792	CG13325	0	NE	NULL	flybase
110	7227	FBgn0033793	CG3955	0	NE	NULL	flybase
110	7227	FBgn0033794	CG13326	0	NE	NULL	flybase
110	7227	FBgn0033799	GLaz	0	NE	NULL	flybase
110	7227	FBgn0033802	CG17724	0	NE	NULL	flybase
110	7227	FBgn0033806	FLASH	0	NE	NULL	flybase
110	7227	FBgn0033807	AQP	0	NE	NULL	flybase
110	7227	FBgn0033808	CG4627	0	NE	NULL	flybase
110	7227	FBgn0033809	CG4630	0	NE	NULL	flybase
110	7227	FBgn0033810	CG4646	0	NE	NULL	flybase
110	7227	FBgn0033812	Pex13	0	NE	NULL	flybase
110	7227	FBgn0033813	fsd	0.111	C	NULL	flybase
110	7227	FBgn0033814	Qsox1	0	NE	NULL	flybase
110	7227	FBgn0033815	CG4676	0.25	C	NULL	flybase
110	7227	FBgn0033816	CG4679	0	NE	NULL	flybase
110	7227	FBgn0033817	GstE14	0.562	C	NULL	flybase
110	7227	FBgn0033818	CG4712	0	NE	NULL	flybase
110	7227	FBgn0033819	CG4714	0	NE	NULL	flybase
110	7227	FBgn0033820	CG4716	0	NE	NULL	flybase
110	7227	FBgn0033821	CG10799	0.25	C	NULL	flybase
110	7227	FBgn0033826	CG4734	0	NE	NULL	flybase
110	7227	FBgn0033827	CG17047	0	NE	NULL	flybase
110	7227	FBgn0033828	CG17048	0	NE	NULL	flybase
110	7227	FBgn0033830	CG10814	0	NE	NULL	flybase
110	7227	FBgn0033834	CG4744	0	NE	NULL	flybase
110	7227	FBgn0033842	cbc	0.25	C	NULL	flybase
110	7227	FBgn0033844	bbc	0	NE	NULL	flybase
110	7227	FBgn0033845	mars	0.183	C	NULL	flybase
110	7227	FBgn0033846	mip120	0.444	C	NULL	flybase
110	7227	FBgn0033850	CG13331	0	NE	NULL	flybase
110	7227	FBgn0033851	CG13332	0.25	C	NULL	flybase
110	7227	FBgn0033853	CG6145	0	NE	NULL	flybase
110	7227	FBgn0033855	link	0.111	C	NULL	flybase
110	7227	FBgn0033856	CG13334	0	NE	NULL	flybase
110	7227	FBgn0033859	fand	1	E	NULL	flybase
110	7227	FBgn0033861	CG12464	0	NE	NULL	flybase
110	7227	FBgn0033862	CG6209	0	NE	NULL	flybase
110	7227	FBgn0033863	CG13337	0	NE	NULL	flybase
110	7227	FBgn0033864	CG18368	0	NE	NULL	flybase
110	7227	FBgn0033865	CG6220	0	NE	NULL	flybase
110	7227	FBgn0033866	CG6280	0	NE	NULL	flybase
110	7227	FBgn0033867	Cpr50Ca	0	NE	NULL	flybase
110	7227	FBgn0033869	Cpr50Cb	0	NE	NULL	flybase
110	7227	FBgn0033871	CG13339	0	NE	NULL	flybase
110	7227	FBgn0033872	CG6329	0	NE	NULL	flybase
110	7227	FBgn0033873	CG6337	0	NE	NULL	flybase
110	7227	FBgn0033874	CG6347	0	NE	NULL	flybase
110	7227	FBgn0033875	CG6357	0	NE	NULL	flybase
110	7227	FBgn0033876	Syngr	0.062	C	NULL	flybase
110	7227	FBgn0033879	Echs1	0	NE	NULL	flybase
110	7227	FBgn0033880	CG6553	0	NE	NULL	flybase
110	7227	FBgn0033884	CG13344	0	NE	NULL	flybase
110	7227	FBgn0033885	DJ-1alpha	0.25	C	NULL	flybase
110	7227	FBgn0033886	Rpn13	0	NE	NULL	flybase
110	7227	FBgn0033887	St4	0	NE	NULL	flybase
110	7227	FBgn0033888	CG18568	0	NE	NULL	flybase
110	7227	FBgn0033889	CG6701	0	NE	NULL	flybase
110	7227	FBgn0033890	Ctf4	0.25	C	NULL	flybase
110	7227	FBgn0033891	CG8067	0	NE	NULL	flybase
110	7227	FBgn0033893	CG18371	0.25	C	NULL	flybase
110	7227	FBgn0033897	Rcd1	0.25	C	NULL	flybase
110	7227	FBgn0033899	CG13016	0	NE	NULL	flybase
110	7227	FBgn0033900	CysRS-m	0	NE	NULL	flybase
110	7227	FBgn0033901	O-fut1	0.562	C	NULL	flybase
110	7227	FBgn0033902	eIF3m	0.25	C	NULL	flybase
110	7227	FBgn0033903	CG8323	0	NE	NULL	flybase
110	7227	FBgn0033904	CG18327	0	NE	NULL	flybase
110	7227	FBgn0033905	CG18324	0	NE	NULL	flybase
110	7227	FBgn0033906	ReepB	0	NE	NULL	flybase
110	7227	FBgn0033907	mRpS16	0.25	C	NULL	flybase
110	7227	FBgn0033911	VGAT	0.25	C	NULL	flybase
110	7227	FBgn0033912	RpS23	0.25	C	NULL	flybase
110	7227	FBgn0033913	CG8468	0	NE	NULL	flybase
110	7227	FBgn0033915	CG8485	0	NE	NULL	flybase
110	7227	FBgn0033916	Usp20-33	0	NE	NULL	flybase
110	7227	FBgn0033917	SmydA-1	0	NE	NULL	flybase
110	7227	FBgn0033918	CG8531	0	NE	NULL	flybase
110	7227	FBgn0033919	CG8547	0.25	C	NULL	flybase
110	7227	FBgn0033921	tej	0	NE	NULL	flybase
110	7227	FBgn0033926	Arc1	0	NE	NULL	flybase
110	7227	FBgn0033927	CR10102	0	NE	NULL	flybase
110	7227	FBgn0033928	Arc2	0.25	C	NULL	flybase
110	7227	FBgn0033929	Tfb1	0.64	C	NULL	flybase
110	7227	FBgn0033933	CG10104	0	NE	NULL	flybase
110	7227	FBgn0033934	CG17385	0	NE	NULL	flybase
110	7227	FBgn0033935	Sin1	0	NE	NULL	flybase
110	7227	FBgn0033936	Achl	0.25	C	NULL	flybase
110	7227	FBgn0033942	Cpr51A	0	NE	NULL	flybase
110	7227	FBgn0033943	CG12869	0	NE	NULL	flybase
110	7227	FBgn0033945	CG12868	0	NE	NULL	flybase
110	7227	FBgn0033951	CG10139	0.25	C	NULL	flybase
110	7227	FBgn0033952	Adgf-E	0	NE	NULL	flybase
110	7227	FBgn0033953	CG12861	0	NE	NULL	flybase
110	7227	FBgn0033954	CG12860	0	NE	NULL	flybase
110	7227	FBgn0033955	CG12866	0	NE	NULL	flybase
110	7227	FBgn0033958	jef	0	NE	NULL	flybase
110	7227	FBgn0033960	CG10151	0	NE	NULL	flybase
110	7227	FBgn0033961	ND-B15	0.25	C	NULL	flybase
110	7227	FBgn0033963	CG12857	0	NE	NULL	flybase
110	7227	FBgn0033968	hui	0.444	C	NULL	flybase
110	7227	FBgn0033969	Pgm2b	0	NE	NULL	flybase
110	7227	FBgn0033970	CG10205	0	NE	NULL	flybase
110	7227	FBgn0033971	CG10209	0.444	C	NULL	flybase
110	7227	FBgn0033972	Ciao1	0.111	C	NULL	flybase
110	7227	FBgn0033973	HPS1	0	NE	NULL	flybase
110	7227	FBgn0033978	Cyp6a23	0	NE	NULL	flybase
110	7227	FBgn0033979	Cyp6a19	0	NE	NULL	flybase
110	7227	FBgn0033980	Cyp6a20	0	NE	NULL	flybase
110	7227	FBgn0033981	Cyp6a21	0	NE	NULL	flybase
110	7227	FBgn0033982	Cyp317a1	0	NE	NULL	flybase
110	7227	FBgn0033983	ADPS	0	NE	NULL	flybase
110	7227	FBgn0033984	Lap1	0	NE	NULL	flybase
110	7227	FBgn0033985	CG10257	0	NE	NULL	flybase
110	7227	FBgn0033987	ckn	0.444	C	NULL	flybase
110	7227	FBgn0033988	pcs	0	NE	NULL	flybase
110	7227	FBgn0033989	CG7639	0	NE	NULL	flybase
110	7227	FBgn0033990	CG10265	0	NE	NULL	flybase
110	7227	FBgn0033993	CG8089	0	NE	NULL	flybase
110	7227	FBgn0033995	GPHR	0.444	C	NULL	flybase
110	7227	FBgn0033996	CG11807	0	NE	NULL	flybase
110	7227	FBgn0033998	row	0.25	C	NULL	flybase
110	7227	FBgn0033999	CG8093	0	NE	NULL	flybase
110	7227	FBgn0034000	CG11808	0	NE	NULL	flybase
110	7227	FBgn0034001	mRpL41	0.25	C	NULL	flybase
110	7227	FBgn0034002	CG8079	0	NE	NULL	flybase
110	7227	FBgn0034005	ItgaPS4	0	NE	NULL	flybase
110	7227	FBgn0034007	ND-51L2	0	NE	NULL	flybase
110	7227	FBgn0034008	CG8152	0	NE	NULL	flybase
110	7227	FBgn0034009	CG8155	0.25	C	NULL	flybase
110	7227	FBgn0034010	CG8157	0	NE	NULL	flybase
110	7227	FBgn0034011	CG8160	0	NE	NULL	flybase
110	7227	FBgn0034012	Hr51	0.562	C	NULL	flybase
110	7227	FBgn0034013	unc-5	0.25	C	NULL	flybase
110	7227	FBgn0034021	CG8180	0	NE	NULL	flybase
110	7227	FBgn0034022	CG12964	0	NE	NULL	flybase
110	7227	FBgn0034023	Ir52a	0	NE	NULL	flybase
110	7227	FBgn0034025	Pgant1	0.111	C	NULL	flybase
110	7227	FBgn0034027	CG8187	0	NE	NULL	flybase
110	7227	FBgn0034029	eIF2Bgamma	0.25	C	NULL	flybase
110	7227	FBgn0034030	CG8192	0	NE	NULL	flybase
110	7227	FBgn0034031	CG12963	0	NE	NULL	flybase
110	7227	FBgn0034032	CG8195	0	NE	NULL	flybase
110	7227	FBgn0034035	CG8207	0	NE	NULL	flybase
110	7227	FBgn0034045	CG8249	0	NE	NULL	flybase
110	7227	FBgn0034046	tun	0	NE	NULL	flybase
110	7227	FBgn0034047	CG12970	0	NE	NULL	flybase
110	7227	FBgn0034049	bdg	0.444	C	NULL	flybase
110	7227	FBgn0034050	bug	0	NE	NULL	flybase
110	7227	FBgn0034051	Mlf	1	E	NULL	flybase
110	7227	FBgn0034052	CG8299	0	NE	NULL	flybase
110	7227	FBgn0034053	Cyp4aa1	0	NE	NULL	flybase
110	7227	FBgn0034054	CG8366	0	NE	NULL	flybase
110	7227	FBgn0034057	CG8314	0.25	C	NULL	flybase
110	7227	FBgn0034058	Pex11	0	NE	NULL	flybase
110	7227	FBgn0034060	CG8370	0	NE	NULL	flybase
110	7227	FBgn0034061	Ufc1	0	NE	NULL	flybase
110	7227	FBgn0034062	CG8388	0.25	C	NULL	flybase
110	7227	FBgn0034063	CG8389	0	NE	NULL	flybase
110	7227	FBgn0034065	Rrp42	0.25	C	NULL	flybase
110	7227	FBgn0034066	CG8397	0	NE	NULL	flybase
110	7227	FBgn0034067	CG8399	0	NE	NULL	flybase
110	7227	FBgn0034068	casp	0	NE	NULL	flybase
110	7227	FBgn0034069	CG8401	0	NE	NULL	flybase
110	7227	FBgn0034070	SP2353	0	NE	NULL	flybase
110	7227	FBgn0034071	CG8405	0	NE	NULL	flybase
110	7227	FBgn0034072	Dg	0.074	C	NULL	flybase
110	7227	FBgn0034073	CG8414	1	E	NULL	flybase
110	7227	FBgn0034075	Asph	0	NE	NULL	flybase
110	7227	FBgn0034076	Jhedup	0	NE	NULL	flybase
110	7227	FBgn0034082	CG10734	0	NE	NULL	flybase
110	7227	FBgn0034083	lbk	0	NE	NULL	flybase
110	7227	FBgn0034084	CG8435	1	E	NULL	flybase
110	7227	FBgn0034085	Ptp52F	0.25	C	NULL	flybase
110	7227	FBgn0034086	CG8441	0.25	C	NULL	flybase
110	7227	FBgn0034087	clu	0.111	C	NULL	flybase
110	7227	FBgn0034093	CG15706	0	NE	NULL	flybase
110	7227	FBgn0034094	Tsf3	0	NE	NULL	flybase
110	7227	FBgn0034095	CG15701	0	NE	NULL	flybase
110	7227	FBgn0034096	CG7786	0.444	C	NULL	flybase
110	7227	FBgn0034097	CG3687	0	NE	NULL	flybase
110	7227	FBgn0034099	CG15708	0	NE	NULL	flybase
110	7227	FBgn0034104	CG15705	0	NE	NULL	flybase
110	7227	FBgn0034105	CG7755	0	NE	NULL	flybase
110	7227	FBgn0034106	CG9068	0	NE	NULL	flybase
110	7227	FBgn0034109	CG7747	0.111	C	NULL	flybase
110	7227	FBgn0034110	Atg9	0.444	C	NULL	flybase
110	7227	FBgn0034113	CG8060	0	NE	NULL	flybase
110	7227	FBgn0034114	CG4282	0	NE	NULL	flybase
110	7227	FBgn0034117	CG7997	0	NE	NULL	flybase
110	7227	FBgn0034118	Nup62	0.444	C	NULL	flybase
110	7227	FBgn0034121	CG6262	0	NE	NULL	flybase
110	7227	FBgn0034122	CG15711	0	NE	NULL	flybase
110	7227	FBgn0034126	jtb	0	NE	NULL	flybase
110	7227	FBgn0034128	CG4409	0	NE	NULL	flybase
110	7227	FBgn0034129	Parp16	0	NE	NULL	flybase
110	7227	FBgn0034131	CG15712	0	NE	NULL	flybase
110	7227	FBgn0034132	S-Lap8	0	NE	NULL	flybase
110	7227	FBgn0034135	Syn2	0	NE	NULL	flybase
110	7227	FBgn0034136	DAT	0	NE	NULL	flybase
110	7227	FBgn0034137	CG4945	0	NE	NULL	flybase
110	7227	FBgn0034138	RpS15	1	E	NULL	flybase
110	7227	FBgn0034139	CG4927	0	NE	NULL	flybase
110	7227	FBgn0034140	Lst	0	NE	NULL	flybase
110	7227	FBgn0034141	CG8311	0	NE	NULL	flybase
110	7227	FBgn0034142	CG8306	0.25	C	NULL	flybase
110	7227	FBgn0034143	CG8303	0.25	C	NULL	flybase
110	7227	FBgn0034144	CG5089	0	NE	NULL	flybase
110	7227	FBgn0034145	CG5065	0.25	C	NULL	flybase
110	7227	FBgn0034151	CG15617	0	NE	NULL	flybase
110	7227	FBgn0034152	Acp53C14a	0	NE	NULL	flybase
110	7227	FBgn0034153	Acp53C14b	0	NE	NULL	flybase
110	7227	FBgn0034154	CG5267	0	NE	NULL	flybase
110	7227	FBgn0034156	CG5348	0	NE	NULL	flybase
110	7227	FBgn0034158	CG5522	0.111	C	NULL	flybase
110	7227	FBgn0034160	CG5550	0	NE	NULL	flybase
110	7227	FBgn0034162	CG6426	0	NE	NULL	flybase
110	7227	FBgn0034165	CG6435	0.25	C	NULL	flybase
110	7227	FBgn0034166	CG6472	0	NE	NULL	flybase
110	7227	FBgn0034168	CG15614	0	NE	NULL	flybase
110	7227	FBgn0034172	CG6665	0	NE	NULL	flybase
110	7227	FBgn0034173	CG9010	0	NE	NULL	flybase
110	7227	FBgn0034175	ste24b	0	NE	NULL	flybase
110	7227	FBgn0034176	ste24a	0	NE	NULL	flybase
110	7227	FBgn0034177	AsnRS-m	0.25	C	NULL	flybase
110	7227	FBgn0034179	CG6805	0	NE	NULL	flybase
110	7227	FBgn0034180	Ehbp1	0.734	C	NULL	flybase
110	7227	FBgn0034181	CG8963	0.111	C	NULL	flybase
110	7227	FBgn0034182	SmydA-7	0	NE	NULL	flybase
110	7227	FBgn0034183	SmydA-6	0	NE	NULL	flybase
110	7227	FBgn0034184	CG9646	0	NE	NULL	flybase
110	7227	FBgn0034186	CG8950	0	NE	NULL	flybase
110	7227	FBgn0034187	CG6967	0	NE	NULL	flybase
110	7227	FBgn0034191	CG6984	0	NE	NULL	flybase
110	7227	FBgn0034194	CG15611	0	NE	NULL	flybase
110	7227	FBgn0034195	Spn53F	0	NE	NULL	flybase
110	7227	FBgn0034196	CG15605	0	NE	NULL	flybase
110	7227	FBgn0034197	Cda9	0.25	C	NULL	flybase
110	7227	FBgn0034199	Gbp1	0	NE	NULL	flybase
110	7227	FBgn0034200	Gbp2	0.25	C	NULL	flybase
110	7227	FBgn0034201	CG17290	0	NE	NULL	flybase
110	7227	FBgn0034202	CG17287	0	NE	NULL	flybase
110	7227	FBgn0034204	CG10953	0	NE	NULL	flybase
110	7227	FBgn0034205	CG10950	0.25	C	NULL	flybase
110	7227	FBgn0034206	CG18469	0	NE	NULL	flybase
110	7227	FBgn0034210	Camp	0	NE	NULL	flybase
110	7227	FBgn0034214	CG6550	0	NE	NULL	flybase
110	7227	FBgn0034215	Mtap	0.25	C	NULL	flybase
110	7227	FBgn0034217	Lhr	0	NE	NULL	flybase
110	7227	FBgn0034218	CG18467	0	NE	NULL	flybase
110	7227	FBgn0034221	CG10764	0	NE	NULL	flybase
110	7227	FBgn0034223	Tes	0	NE	NULL	flybase
110	7227	FBgn0034225	veil	0	NE	NULL	flybase
110	7227	FBgn0034229	CG4847	0	NE	NULL	flybase
110	7227	FBgn0034230	CG4853	0.25	C	NULL	flybase
110	7227	FBgn0034231	APC10	0.25	C	NULL	flybase
110	7227	FBgn0034232	CG4866	0.25	C	NULL	flybase
110	7227	FBgn0034237	eIF3b	0.25	C	NULL	flybase
110	7227	FBgn0034240	MESR4	0.25	C	NULL	flybase
110	7227	FBgn0034242	CG14480	0	NE	NULL	flybase
110	7227	FBgn0034243	Ns2	1	E	NULL	flybase
110	7227	FBgn0034245	UQCR-6.4	0	NE	NULL	flybase
110	7227	FBgn0034246	Dcr-2	0.062	C	NULL	flybase
110	7227	FBgn0034247	CG6484	0	NE	NULL	flybase
110	7227	FBgn0034248	CG14483	0	NE	NULL	flybase
110	7227	FBgn0034249	RhoGAP54D	0	NE	NULL	flybase
110	7227	FBgn0034251	ND-51L1	0	NE	NULL	flybase
110	7227	FBgn0034253	CG10936	0	NE	NULL	flybase
110	7227	FBgn0034255	Oxp	0	NE	NULL	flybase
110	7227	FBgn0034258	eIF3c	1	E	NULL	flybase
110	7227	FBgn0034259	P32	0	NE	NULL	flybase
